id,name_keywords,id_keywords
47904,"police brutality, pimp, uniform, strangle, revenge, blood bath","796, 1667, 5136, 5579, 9748, 11249"
34420,,
27045,"detective, japanese, karate, stripper, murder, interracial couple","703, 907, 3436, 6593, 9826, 166148"
25638,,
152861,"yugoslavia, 1970s, police, basement, punk rock, military officer, punk rocker, communism, punk band","449, 1228, 6149, 9866, 11053, 11109, 158753, 173644, 173919"
53741,,
10011,"female nudity, cave, bigfoot, wheelchair user   , yeti, blood, cell phone, ski","293, 1964, 2597, 6634, 8873, 11221, 15156, 195732"
140101,"community, painting, website","5890, 5918, 6614"
72026,"eroticism, secretary, child rape","1664, 11677, 173254"
77124,"sexuality, vietnam war, university, rape fantasy","738, 2957, 13160, 180670"
42709,"santa claus, sequel, killer santa claus, holiday horror, christmas","1991, 9663, 175388, 186463, 207317"
36821,,
61952,,
12078,love of one's life,2038
9511,,
202241,"infidelity, business woman, from rags to riches, miniseries","1326, 4021, 5626, 11162"
72375,,
21508,survival,10349
76816,"mythology, third world, jesus christ, bible, experimental film, avant-garde, christ allegory","2035, 2225, 2974, 3036, 14629, 15216, 163540"
51520,independent film,10183
141241,,
8904,"cinema, blow job, unsimulated sex, filipino, movie theater","1388, 3405, 12420, 156814, 158020"
18187,"water, crisis, stealing, survival, rebellion, woman director, corporation, natural resources, privatization, citizen","4237, 6711, 10261, 10349, 11196, 187056, 188950, 189212, 191705, 191706"
167966,,
48515,"independent film, killing spree, allegorical","10183, 17987, 180671"
87673,,
36290,,
4880,"venice, lovesickness, jealousy, cheating, hurricane, jamaica, one-sided love, grand canyon, iceland, cafeteria, glacier, secret love","110, 725, 931, 1332, 2215, 3266, 4127, 5522, 5746, 7289, 7330, 7879"
28627,,
239553,"japanese, priest, woman director","907, 10093, 187056"
60315,,
43817,"tap dancing, vigilante, alcoholism, appalachia, independent film, alcoholic","4345, 7002, 7464, 8796, 10183, 33457"
48414,"father son relationship, mexico","494, 534"
12588,"portugal, sexual identity, sex, travestie, coming out, youngster, mistake in person, false identity, girlfriend, secret love, car crash, teenage crush, relationship","324, 566, 572, 640, 1862, 2086, 2281, 3864, 5490, 7879, 9844, 10791, 14534"
51736,"independent film, gay interest, lesbian, former child star, child star, woman director","10183, 10199, 10768, 155620, 155621, 187056"
55787,"clown, elephant trainer, veterinary","3199, 14613, 34134"
125874,"nun, canada, island, religion, ireland, geologist, convent, county clare","745, 1329, 2041, 11001, 14985, 161281, 165470, 215121"
43498,"dance, guardian angel","1691, 184559"
3581,"london england, england, rape, scotland yard, subway, inspector, independent film, train, cannibal, cannibalism","212, 392, 570, 770, 1552, 5439, 10183, 13008, 14895, 208048"
33134,"pornography, australia, blood splatter, revenge, rage","445, 5657, 8636, 9748, 14837"
61488,"hard rock, alternative rock, post-grunge","18002, 209087, 211709"
61933,"capitalism, printer, profit, greed, conspiracy, consumerism, business, advertising, light bulb, ethics","592, 1226, 2458, 5332, 10410, 10907, 12094, 15086, 157131, 211062"
50848,"female nudity, political, voting results","293, 33501, 33502"
35619,multinational,168568
34902,"suicide, mother, childhood trauma, sister, alcoholism, mistress, illegal prostitution","236, 456, 5707, 5923, 7464, 11869, 33625"
57586,"africa, cat, lion, lion cub, cheetah, duringcreditsstinger","409, 977, 2043, 9896, 11337, 179431"
52032,"human animal relationship, dog, german shepherd, woman director","2526, 15162, 33671, 187056"
62255,,
106515,"dream, musical","1566, 4344"
185263,,
44555,,
54083,,
51209,"mafia, car explosion, reference to richard nixon, garbage truck, longshoreman, multiple assassinations, irish american","10391, 41019, 49957, 57990, 69467, 153958, 154123"
14252,,
52256,"russia, war, poland, moscow","2139, 6091, 21747, 186450"
55934,mumblecore,171993
51497,"brazil, fbi, freedom, escape from prison, car crash, heist, organized crime, on the run, money, fugitive, police chase, escaped convict, car, imax, automobile racing, duringcreditsstinger","1161, 1812, 6089, 9777, 9844, 10051, 10291, 10562, 10594, 10718, 11148, 12414, 33885, 156395, 159953, 179431"
87308,"play, theater","14531, 163110"
80639,"prejudice, teacher, media frenzy, northerner, business school","10360, 10508, 197748, 197749, 197750"
84099,u.s. navy,4410
43515,musical,4344
43594,"island, escape, caribbean","2041, 10685, 167861"
57082,,
157856,,
241620,,
37041,"post traumatic stress  disorder, mine, femme fatale, seductress, film noir","447, 1960, 9016, 156688, 195402"
88451,musical,4344
57035,"rothschild, financial empire","207193, 207194"
19237,"twist, psychopath, independent film","3874, 6259, 10183"
86225,"ira, bank robbery","14552, 15363"
28286,"france, industrialist, nazis","254, 2456, 2652"
128990,,
46175,vampire,3133
43908,,
130272,,
42521,,
56113,,
50272,"murder, family relationships, centro de capacitación cinematográfica (ccc)","9826, 10235, 227952"
55836,"suicide, family","236, 18035"
79179,"small town, farmer, family farm","1415, 154846, 180494"
1115,"berlin, identity, loss of child, despair, diary, security camera, hope, casting, french, baby-snatching, friendship, unsociability, children's home, lesbian interest, lgbt","220, 1284, 1452, 2300, 2913, 3016, 3929, 4623, 4653, 4725, 6054, 6059, 6272, 34215, 158718"
54524,"robbery, marathon","642, 7248"
22449,,
46804,,
8931,independent film,10183
56314,dogme 95,12996
62321,"female nudity, dance, cancer, death of father, coming of age, lesbian, hospital, silence, lgbt, woman director","293, 1691, 10163, 10201, 10683, 10768, 11612, 155625, 158718, 187056"
97039,woman director,187056
19482,,
57859,,
117406,,
120972,"suicide attempt, patriarchy, love","1252, 6337, 9673"
73474,woman director,187056
11376,"alcohol, mask, knife, high school, bikini, swimming pool, party, murder, slasher, teenager, violence, killer","567, 2546, 4728, 6270, 7984, 8181, 8508, 9826, 12339, 13130, 14819, 15127"
46738,"prison, middle east, rape, muslim, militia, interpreter, son, christian, orphanage, swimming pool, massacre, checkpoint, political assassination, twins, will","378, 539, 570, 789, 1550, 2297, 5153, 5950, 6783, 8181, 14546, 14547, 14548, 15016, 41351"
54699,fire,657
18033,female,10116
92341,"exotic island, volcano, love","911, 3347, 9673"
47310,"dance, musical","1691, 4344"
38944,,
55408,,
40041,"new zealand, human experimentation, son, murder","2658, 4005, 5153, 9826"
62077,,
24810,"clairvoyance, domestic violence","9681, 11925"
30335,,
188505,,
43959,"competition, based on novel, shark attack, surfing, biography, sport, duringcreditsstinger","271, 818, 2988, 5349, 5565, 6075, 179431"
49022,"new york, alcohol, based on novel, secret, cheating, birthday, destroy, friends, crush, lawyer, best friend, wedding, pregnancy, relationship, celebration, roses, lying, flashback, engaged, loyal, liaison, confidant","242, 567, 818, 1328, 1332, 1421, 2535, 9713, 9986, 10909, 12392, 13027, 13149, 14534, 33648, 160765, 170682, 187844, 202635, 208502, 208503, 208504"
40699,,
21841,"ohio, rebellious youth, found footage","2494, 15158, 163053"
115427,"based on play or musical, independent film, long take, hungarian, tv movie, theater, macbeth","10181, 10183, 11440, 18024, 156321, 163110, 190357"
55721,"competition, jealousy, fight, materialism, bridesmaid, female friendship, fear of commitment, wealth, mother daughter relationship, wedding party, sexual humor, best friend, maid of honor, drunk, wedding dress, group of friends, casual sex, vanity, girl fight, missing woman, out of control","271, 931, 1721, 3431, 3584, 5248, 10050, 10329, 10707, 10955, 11316, 12392, 39833, 40879, 155049, 155939, 172454, 174960, 175321, 193719, 208847"
38321,"vampire, crucifixion, post-apocalyptic, dystopia, vampire hunter, disobey, niece, dark hero","3133, 3571, 4458, 4565, 9259, 13087, 13140, 15002"
61420,,
56822,,
32654,,
49853,,
46849,"dolphin, island, research, tourist, town","630, 2041, 3664, 5159, 18090"
13507,,
50780,"puppet, woman director","6300, 187056"
50012,,
58035,"world war ii, u.s. marine","1956, 188114"
27777,"bootlegger, reporter, silent film","5419, 12193, 154802"
92667,"gunfight, union, force, pennsylvania coal miner","12371, 15137, 33728, 206311"
106882,from rags to riches,5626
39410,"journalist, based on novel, monster, ambassador, island, fairy, egg, mothra, dam, giant monster, cigarette smoking, tokyo japan, tokusatsu, guardian, construction, moth, metamorphosis, miniature people, giant moth, kaiju, surrender, cocoon, ship captain, havoc, h bomb, airfield, editor, behemoth, man eating plant, monster movie, tokyo tower, mosura","736, 818, 1299, 1704, 2041, 2710, 5698, 9027, 9862, 11100, 11732, 12369, 12667, 18092, 33496, 156176, 158276, 159075, 159088, 161791, 162034, 163481, 167843, 175998, 176007, 176012, 176016, 176027, 210234, 210614, 210619, 210621"
1679,"godzilla, disaster, osaka japan, kaiju","7671, 10617, 10642, 161791"
47518,"wife husband relationship, death of a child, death of son, child murder","1157, 6712, 159138, 166109"
1865,"sea, captain, mutiny, sword, prime minister, sailing, silver, ship, duke, mermaid, pirate, soldier, battle, swashbuckler, aftercreditsstinger, 3d","658, 1316, 1860, 1938, 2569, 3180, 3625, 3799, 4235, 5938, 12988, 13065, 14643, 157186, 179430, 209714"
59436,"paris, painter, detective, based on novel, screenwriter, forbidden love, time travel, midnight, nostalgia, past, sculpture, hemingway","90, 437, 703, 818, 888, 3691, 4379, 5152, 5609, 6162, 12438, 155797"
63831,"redemption, orphan, bike, pardon, acceptance","11436, 13014, 18185, 33619, 208873"
51608,"child labour, martial arts, assassin, hero, hitman, protection, friendship, tragic hero, tragedy, disappearance","714, 779, 782, 1701, 2708, 4556, 6054, 10044, 10614, 10941"
43385,"home wrecker, film noir","191584, 195402"
50078,jewel heist,155508
8967,"philosophy, father son relationship, red hair, brother sister relationship, sun, telegram, tree, meteor, afterlife, death of a child, independent film, spirituality, outer space, dinosaur, voice over, very little dialogue, tarkovskyesque","490, 494, 794, 1155, 1670, 2285, 3352, 5404, 6155, 6712, 10183, 10706, 12405, 12616, 159431, 212412, 215020"
86284,"american football, sport, writer, based on memoir or autobiography","579, 6075, 13028, 14641"
63858,"small town, vaudeville, actress","1415, 157768, 207583"
41611,"mexico, race against time, fugitive, young boy, escaped convict, murderer, family vacation, family in peril, desert, rescue from drowning, film noir, police pursuit, secluded beach, valiant wife","534, 4776, 10718, 11336, 12414, 13112, 14724, 15370, 18034, 34268, 195402, 237369, 237370, 237371"
15911,independent film,10183
28723,,
45243,"sun glasses, interpol, undercover cop, hangover, duringcreditsstinger","1381, 6710, 11199, 11461, 179431"
52077,,
32120,"newspaper, photographer, construction site, tunnel","918, 1003, 14586, 189102"
85504,"suicide, prison, french, prostitution, medical school","236, 378, 4653, 13059, 187677"
110628,"blind date, awol","4513, 169123"
56271,,
70264,"autism, woman director","1646, 187056"
22882,"wilderness, australia, escapee convict, based on true story, escape from prison, murder, survival, cannibal, based on true events, cannibalism","3593, 5657, 7118, 9672, 9777, 9826, 10349, 14895, 185722, 208048"
121662,,
56807,"iraq, independent film","5939, 10183"
23116,conspiracy theory,11208
60306,"kidnapping, revenge, torture, criminal investigation, surgery","1930, 9748, 13006, 157241, 157959"
21469,"hotel, neo-noir","612, 207268"
359002,small village,194430
5937,"japan, china, biography, ns-zeit, life-saver, slaughter, wounded, soldier","233, 478, 5565, 7557, 7558, 10089, 10814, 13065"
38931,god,9649
3107,"monster, godzilla, rodan, kaiju, ghidora","1299, 7671, 160198, 161791, 189228"
131880,"gay, based on novel, lgbt history, stonewall riot","237, 818, 173504, 173510"
145154,,
43692,"disaster, prediction, music hall","10617, 157984, 173687"
42889,"loss of virginity, teenage boy, teen comedy, teenage sexuality, found footage, sex comedy, virginity","11254, 18068, 155722, 156777, 163053, 170827, 208445"
252059,"robbery, murder","642, 9826"
57276,"choreographer, choreography, modern dance","33934, 163210, 163211"
79649,"miami, sister, serial killer, reporter, slasher, pervert, creepy person","416, 5923, 10714, 12193, 12339, 33656, 190869"
87349,,
47489,"rape, french noir","570, 155845"
29382,lyme disease,10895
17367,independent film,10183
49950,"jealousy, roommate, obsession, campus, love, murder, freshman, student, los angeles, medication, violence, boyfriend, design, resentment","931, 1253, 1523, 8039, 9673, 9826, 10519, 12105, 12670, 14784, 14819, 156478, 160077, 171670"
11226,"male nudity, female nudity, murder hunt","255, 293, 217324"
84237,,
52049,,
25672,"facial scar, classic noir, double","15518, 155436, 168266"
42506,housemaid,191009
80560,"thief, travel, woman director","9727, 9935, 187056"
53413,"fantasy, drama","2486, 8029"
23516,independent film,10183
43616,,
122709,"zoo, romance, orphan","2172, 9840, 13014"
78789,woman director,187056
58529,,
104505,,
83230,trail,180992
3962,"germany, switzerland, world cup, key, dying and death, boss, black money, north sea, sylt, biker, bank robbery, death, alps, road movie, female corpse, bank employee","74, 1223, 1477, 2849, 3737, 5306, 5969, 6939, 6940, 6951, 15363, 34079, 160175, 167043, 189421, 197743"
142712,,
55700,"drug, life in the slums","14964, 229684"
80799,woman director,187056
10420,"zurich, secret, sarajevo, shortage of money, female friendship, integration, cafeteria, woman director","1222, 1328, 1661, 4900, 5248, 6713, 7289, 187056"
44945,"rape, obsession, lie, job, independent film, teenage girl, school, internet, best friend, counselor, internet chat, duringcreditsstinger, online chat, catfishing, online hookup, online predator","570, 1523, 2251, 8438, 10183, 10809, 10873, 11615, 12392, 15227, 18046, 179431, 184712, 219849, 220506, 222793"
15543,"phobia, psychologist","10352, 11268"
85670,"airport, rio de janeiro, pilot, serum, aerial","822, 1809, 3203, 8803, 210803"
113653,"suicide, religion, prostitution, devil, film within a film, abusive boyfriend","236, 11001, 13059, 14999, 228492, 233361"
97211,"fashion photographer, fashion model","6805, 167200"
44221,"sex, love at first sight, sex addiction, nymphomaniac, sex addict","572, 699, 5906, 9838, 166770"
83345,,
57059,"loft, woman director","11953, 187056"
74183,,
51170,,
60164,telepathy,1475
41504,woman director,187056
38850,"loss of child, grieving widower","1452, 10655"
37206,"orphan, rainbow","13014, 158688"
83587,,
76171,"airplane, hijacking, sequel","3800, 4245, 9663"
140995,"montana, pharmacist, miscarriage, william howard taft","680, 1983, 17986, 197218"
42571,"suicide, sex, hotel, dream, psychology, loss, cop, love, microphone, photograph, death of lover","236, 572, 612, 1566, 2800, 6203, 8015, 9673, 11666, 13094, 13095"
45033,"sport, basejump","6075, 229348"
44223,,
59678,"street gang, fireworks, chase, meteor, playground, arrest, cannabis, moped, car set on fire, car crash, alien, social satire, crime, race, naive children","542, 2407, 3713, 5404, 5500, 5638, 8224, 9008, 9775, 9844, 9951, 11514, 14536, 40870, 190530"
59468,"france, father son relationship, spain, pilgrimage, road trip, pilgrim, travel, pyrenees, death of son, traveller, camino de santiago","254, 494, 514, 5864, 7312, 8008, 9935, 155622, 159138, 197528, 211276"
51533,"china, satire, western, bandit, bandit gang","478, 8201, 10511, 33344, 204003"
46221,"cover-up, labyrinth, dark, subterranean, found footage, tunnels","9665, 18129, 33783, 162801, 163053, 163085"
33203,,
37665,"roommate, funeral, engagement, loss of daughter, independent film, woman director","1253, 3739, 6167, 6381, 10183, 187056"
80027,,
25738,"swimming pool, on the run, new york city, film noir","8181, 10562, 14512, 195402"
39834,amish,8447
49444,"martial arts, hope, fleet, panda, mission, woman director","779, 3929, 7379, 8531, 10364, 187056"
34184,"burglar, gang of thieves, suspense, theft, french noir","1437, 3882, 9937, 14604, 155845"
100420,"congress, president","1705, 8570"
44443,,
49538,"cia, mutant, mine, marvel comic, superhero, based on comic, superhuman, historical fiction, nuclear war, cuban missile crisis, world war iii, 1960s","591, 1852, 1960, 8828, 9715, 9717, 10761, 12995, 18139, 181558, 208731, 208992"
49020,"beach, wales, friendship, bullying, teenage girl, loss of virginity","966, 1209, 6054, 6733, 10809, 11254"
50507,,
43497,"pilot, musical","3203, 4344"
38417,"cold war, spying, suspense, no dialog, film noir","2106, 5265, 9937, 12602, 195402"
104439,,
120977,"world war i, presumed dead","2504, 155402"
43489,inheritance challenge,184238
102541,,
65289,,
52505,"based on novel, romantic rivalry, candlelight vigil","818, 4516, 166625"
78526,,
25541,"gay, male nudity, homosexuality, xenophobia, nazism, neo-nazis","237, 255, 10180, 160910, 191726, 199974"
70862,"film director, exploitation, grindhouse, film production","2793, 2804, 11532, 220378"
102384,"world war i, snow storm, ship, escape, soldier, arab","2504, 3373, 3799, 10685, 13065, 173259"
48996,"scandal, greed, satire, evil corporation","3692, 5332, 8201, 11738"
21616,,
45658,"alcohol, arizona, beer, playboy, independent film, salesman, pregnant, repo man","567, 1859, 4552, 9639, 10183, 10332, 10721, 11739"
127818,,
41827,"sex, texas, underwear, beer, terminal illness, cancer, anti social, sex talk, oncologist, mumblegore","572, 1556, 3508, 4552, 6564, 10163, 10445, 15128, 18305, 210012"
55347,"gay, loss of mother, secret, coming out, loss of father, cancer, lgbt elderly","237, 936, 1328, 1862, 1872, 10163, 208390"
37686,"1970s, secret, alien, train crash, pistol, firecracker, duringcreditsstinger","1228, 1328, 9951, 10663, 13132, 17994, 179431"
41382,,
45675,,
52918,"terrorism, yemen, woman director, al qaeda, post 9/11","13015, 173262, 187056, 188507, 214463"
79072,woman director,187056
43765,,
103203,"africa, world war ii, senegal, autobiography","409, 1956, 6544, 6683"
123074,,
78400,,
87945,,
126108,,
246882,"gun, wehrmacht, murder, tank, reprisal","1419, 5403, 9826, 11117, 209906"
61475,"yakuza, gangster, japanese new wave","1794, 13142, 209998"
84823,,
34835,"usa, power, politics, money","279, 3720, 6078, 10594"
114044,,
140007,woman director,187056
222600,"robbery, innocence, homosexuality, extreme violence, childhood","642, 6139, 10180, 14687, 157955"
449677,,
185579,,
29877,musical,4344
37523,"turkey, envy","5733, 155624"
44104,,
13137,,
56231,,
47171,"based on novel, school boy crush","818, 190079"
58446,"high school, independent film, serial killer, stoner","6270, 10183, 10714, 54169"
144560,,
44219,chosen one,4238
19963,,
105981,,
89688,woman director,187056
263532,,
55763,,
44912,"dc comics, transformation, superhero, alien, alien infection, magical object, protector, super powers, origin, 3d","849, 4375, 9715, 9951, 15250, 15252, 15254, 163455, 202540, 209714"
15766,"helicopter, monster, amnesia, volcano, princess, godzilla, mothra, sequel, alien, giant monster, dragon, tokusatsu, gangster, hypnotism, gojira, rodan, kaiju, alien possession, three headed creature, ghidora, monster movie","720, 1299, 1453, 3347, 7376, 7671, 9027, 9663, 9951, 11100, 12554, 12667, 13142, 156835, 159099, 160198, 161791, 163386, 176062, 189228, 210614"
55761,,
57536,alzheimer's disease,158101
56272,"independent film, stuck in elevator, bisexual woman, book signing, killed with hairpin, going into labor, talking in sleep, oblivious to woman who loves him, best friends in love, annoying little sister, lisp, wet dream","10183, 173325, 178316, 178317, 178320, 178321, 178322, 178326, 178329, 178331, 178334, 178335"
13378,"holiday, woman director","65, 187056"
36784,"male nudity, female nudity, sex, loss, cancer, cheat on wife","255, 293, 572, 6203, 10163, 191071"
112422,"sport, trade union, labor organizer, tv movie, sports history","6075, 6346, 156210, 156321, 159290"
64566,woman director,187056
50069,woman director,187056
58224,"taxi, restaurant, zoo, penguin, ex husband, little boy, zookeeper, doorman, ride, bird hatching, aftercreditsstinger, duringcreditsstinger","444, 1946, 2172, 3028, 5982, 9736, 12971, 14866, 41310, 41311, 179430, 179431"
52449,"classroom, teacher, school, workplace humor","1517, 10508, 10873, 210605"
169788,,
35688,,
89158,"president, romance, historical, andrew jackson","8570, 9840, 15126, 194021"
148675,"donkey, false accusations","4144, 14783"
131504,musical,4344
80941,"sister sister relationship, musical, sailor","1156, 4344, 41599"
74088,"drunkenness, big heart","188991, 207936"
94241,africa,409
45239,communist,2109
38356,"moon, spacecraft, traitor, bodyguard, alien planet, based on cartoon, transformers, giant robot, sabotage, word domination, commando, duringcreditsstinger","305, 1612, 2052, 3088, 10158, 10244, 10607, 10891, 15246, 15247, 15248, 179431"
59861,"classroom, college, teacher, diner, loss of job, economics, yard sale, cell phone, scooter, back to school","1517, 3616, 10508, 10738, 14549, 14737, 14738, 15156, 167608, 187282"
57771,sport,6075
38319,"kidnapping, traitor, virgin, prince, princess, revenge, minotaur, knight, dragon, wedding, king, sword and sorcery","1930, 2052, 2389, 3071, 7376, 9748, 10166, 10466, 12554, 13027, 13084, 234213"
291164,,
47386,"new hampshire, woods, new england","6018, 9720, 41393"
97831,lesbian,10768
175035,"widow, writer, publisher","4129, 13028, 188994"
43188,sport,6075
95854,prize fighter,166812
80086,reference to the count of monte cristo,181306
126777,poet,5933
60062,"competition, family relationships, summer vacation, duringcreditsstinger","271, 10235, 14714, 179431"
14552,"lovers, innocence, romance, psychological thriller","4663, 6139, 9840, 12565"
59111,suspense,9937
44991,lesbian relationship,9833
330152,christian,5950
108213,,
107973,"musical, biography","4344, 5565"
64854,"brother brother relationship, hallucination, telekinesis, high school, twin brother, murder, russian roulette, pedophile, throat slitting, interrogation, evil twin","380, 3298, 5086, 6270, 7375, 9826, 10580, 14576, 14698, 15271, 156097"
62382,,
128042,"love triangle, independent film, avant-garde","128, 10183, 15216"
18928,"mexico, mexican revolution, knife, maverick, duel, spaghetti western","534, 2940, 4728, 10871, 12965, 156212"
429876,woman director,187056
55754,,
61033,independent film,10183
23190,"paris, chicago, boston, flooding, post-apocalyptic, end of the world, new york city, nature, chernobyl","90, 520, 1680, 3528, 4458, 10150, 14512, 18330, 210326"
47975,,
65034,"wall street, finances, financial crisis","5636, 6118, 165193"
61546,philo vance,172140
125233,"secret love, female homosexuality, divorce, loss of loved one, bigotry, real estate agent, sexual awakening, woman director","7879, 15136, 15160, 18211, 157912, 158142, 162804, 187056"
85430,lesbian relationship,9833
148314,,
55502,woman director,187056
32934,"homage, 1920s, silent cinema","172514, 207876, 234772"
1736,"new love, unsociability, partnership, loneliness","1605, 6059, 6281, 9957"
91150,"geisha, family, silent film, resentment, shame, teenage son","4342, 18035, 154802, 171670, 188720, 209943"
126516,"bar, son, tokyo japan, single mother, silent film, husband","1010, 5153, 12369, 14768, 154802, 162271"
64350,"wolf, nature, discovery","1994, 18330, 162342"
18888,"loss of lover, new love, meat","1014, 1605, 8271"
44439,,
288108,,
18125,"cheating husband, sexual promiscuity, teenager, older man younger woman relationship","11513, 11516, 13130, 14669"
42368,"mission, millionaire, silent film","10364, 33626, 154802"
42150,"based on novel, funeral, mafia, terrorism, death","818, 3739, 10391, 13015, 34079"
289010,,
366044,,
147846,based on play or musical,10181
27358,,
22907,heist,10051
53256,"sex, bisexual, science","572, 154937, 156810"
59065,"death of a friend, iraq, war, crime, baghdad, special air service, suspicious death","4959, 5939, 6091, 14536, 41178, 194435, 204017"
41593,,
12840,"southern france, homosexuality, woman director","2335, 10180, 187056"
169842,"gypsy, hungary, windmill","394, 1244, 4066"
55756,,
55759,military,162365
114514,,
126517,"waitress, boredom, marriage, hospital, car accident, family, hometown, boyfriend","828, 3925, 6038, 11612, 13063, 18035, 155808, 156478"
12513,"love triangle, wife husband relationship, woman between two men, extramarital affair","128, 1157, 7439, 34094"
73884,,
32893,"brother sister relationship, party, interracial relationship, independent film","1155, 8508, 10131, 10183"
60302,"rape, drug abuse, infidelity, housewife, private school, escort service, friendship, boarding school, dominatrix, young prostitute, beating, dysfunctional marriage, teenage girl, loss of virginity, male prostitute, teen movie","570, 726, 1326, 3451, 3551, 5902, 6054, 6271, 7089, 8640, 9849, 10061, 10809, 11254, 11722, 11870"
52605,"gay, independent film","237, 10183"
38317,"talking animal, scientist, german accent, ostrich, monkey, bullfrog, car dealership, duringcreditsstinger","11477, 14760, 15147, 15148, 15149, 15150, 15151, 179431"
51540,"conspiracy of murder, bad boss, employee, death of father, stakeout, duringcreditsstinger","5514, 5812, 6021, 10201, 41158, 179431"
41360,"alien life-form, science fiction","4862, 10568"
65509,independent film,10183
49013,"car race, sequel, comedy, anthropomorphism, best friend, duringcreditsstinger","830, 9663, 10267, 11500, 12392, 179431"
96394,deserter,1806
64158,,
25867,"romantic comedy, bollywood","9799, 10540"
58257,"paris, biography, love, history, writer, art, sculptor","90, 5565, 9673, 9682, 13028, 14893, 173245"
72449,"boston, doctor","1680, 13005"
63197,"predator, camcorder, independent film, teenage girl, internet","1297, 2249, 10183, 10809, 11615"
66113,"babysitter, australian, woman director","2604, 3094, 187056"
52239,"factory worker, lawyer, mistress","730, 10909, 11869"
30645,"drag, mondo, foot fetish","171636, 196543, 230905"
45215,"hunter, swamp, on the run, fugitive, quicksand, dog","414, 4551, 10562, 10718, 15140, 15162"
108923,"silent film, russian spy, austrian officer, ploy","154802, 190654, 191887, 191888"
45657,"nurse, mental disease, orderly, farm, electric shock, psychiatric hospital, disappearance, surprise ending, duringcreditsstinger","428, 1313, 3454, 4932, 5157, 10323, 10941, 11541, 179431"
48627,"vacation, problem child, summer, leg brace, foster child, handicap, eagle scout","6876, 10835, 13088, 41372, 155643, 167550, 227157"
41339,"environmental protection agency, woman director","6832, 187056"
63144,,
109258,"blind, veteran","33768, 159909"
109251,"architect, plastic surgery, car wreck, elopement","2301, 4585, 15198, 164460"
29577,"entertainer, riviera","1491, 188344"
83989,arizona,1859
24792,woman director,187056
36663,,
44990,independent film,10183
26699,gangster boss,3149
45014,,
20055,"kidnapping, revelation, murder, theft, trust, criminal, warehouse, psycho, flashback","1930, 4087, 9826, 14604, 14782, 15009, 157892, 176182, 187844"
61537,"binoculars, military police","158071, 161249"
19434,georgia,2495
37560,"small town, crime scene, killer","1415, 11727, 15127"
57965,,
86262,"film making, art, lecture","886, 14893, 156181"
39840,,
37832,,
61814,,
52188,,
45690,"sex, sweden, socialism, money, economics, political, commentary","572, 1192, 1773, 10594, 14737, 33501, 199531"
80294,woman director,187056
12432,"obsession, ex husband, dysfunctional family, obsessive love, abusive husband","1523, 5982, 10041, 159278, 212643"
1482,"delinquency, independent film","6147, 10183"
40047,"tv movie, superstar, washed up star","156321, 164613, 164615"
98060,"construction site, alps, middle aged man","14586, 160175, 178517"
63297,,
68200,woman director,187056
94725,,
95482,drama,8029
67236,"prostitute, transsexuality, greek mythology","549, 571, 2036"
262296,"education, university, french canadian, minority, acadians, language rights, acadia","2470, 13160, 179368, 218042, 228318, 228319, 228320"
288153,,
35954,"post world war ii, film noir","160224, 195402"
42516,,
32691,,
54690,,
37189,,
177697,,
24189,,
96105,,
109048,"thailand, forgiveness, musical, village, marriage, love, jail, singer, singing, pregnancy, co-worker, death by accident, military, employer employee relationship, singing contest, draft, drunkenness, military draft, transistor radio, cane cutter, abandoned by husband","3434, 3446, 4344, 5331, 6038, 9673, 9890, 10229, 12990, 13149, 14522, 14540, 162365, 167925, 186147, 186908, 188991, 216986, 227994, 227995, 227996"
21959,,
68029,,
60897,"kids and family, kids","9963, 161155"
67109,"wad of cash, polaroid camera","162874, 162875"
193065,,
73340,,
38645,"photographer, lesbian relationship, lesbian, lgbt, woman director","1003, 9833, 10768, 158718, 187056"
49594,,
118116,,
295560,,
44480,"world war ii, wartime, war propaganda, disney short, short","1956, 11159, 33846, 155290, 214549"
64780,,
71982,"child in peril, man hunt","10656, 10958"
84922,"biography, classical music, music, historical figure","5565, 5783, 6027, 6165"
59860,"monte carlo, mistaken identity, look-alike, young woman, texan, american abroad","660, 10325, 11200, 14712, 14733, 34061"
55895,,
4641,"based on novel, secret, puberty, book, one-sided love, high school, little girl, popularity, personal diary, diary film, disney movies","818, 1328, 1525, 3096, 4127, 6270, 12663, 15402, 212755, 221021, 230500"
16900,"le mans, audi, racing, automotive","10037, 10038, 10039, 10040"
66195,"swimming pool, tea kettle, conga line, spit in the face, convenience store robbery","8181, 33341, 33342, 33343, 33454"
12445,"self sacrifice, magic, frog, sorcerer, school, wizard, 3d","1430, 2343, 4456, 10821, 10873, 177912, 209714"
65058,"comedian, humor, behind the scenes, independent film, singing, loss of job, duringcreditsstinger","3485, 3923, 9817, 10183, 12990, 14549, 179431"
64690,"stuntman, blood splatter, independent film, police chase, extreme violence, violence, car chase, bullet, head stomp, getaway, crime lord, existentialism, silent protagonist, great soundtrack","5956, 8636, 10183, 11148, 14687, 14819, 15483, 47021, 154892, 159700, 167352, 181324, 226754, 234367"
53404,"ambition, innocence, lawyer, office politics, crime, woman power, corporation, getting away with murder","3734, 6139, 10909, 11923, 14536, 14537, 188950, 222932"
60899,,
33765,,
58882,"fan, duringcreditsstinger","3177, 179431"
